subject,f1_macro,roc_auc,n_samples
zenodo_10,0.3630726675502795,0.7686252354048965,327
zenodo_15,0.654194269295235,0.8077466446903697,261
zenodo_11,0.9048062496766517,0.9974195097068443,368
zenodo_4,0.7081018219408193,0.7947870311506675,251
4tu_1,0.7364464811836733,0.8500112644214238,2012
